""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"NAD+ (C_c)"	10	0	2.80978039228895	10	10	1	0.00044404973357016	0.0072992700729927	1	1
"H+ (C_c)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"NADH (C_c)"	10	0	3.32061753405709	10	10	1	0.00044404973357016	0.00555555555555556	1	1
"NADP+ (C_c)"	10	0	1.07759116831106	10	10	1	0.000476190476190476	0.00234192037470726	1	1
"NADPH (C_c)"	10	0	1.13466501607494	10	10	1	0.000476190476190476	0.00255102040816327	1	1
"ATP (C_c)"	10	0	1.58801012321114	10	10	1	0.000476190476190476	0.00328947368421053	1	1
"ATP (C_m)"	10	0	2.89983631103396	10	10	1	0.00044404973357016	0.00763358778625954	1	1
"CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"acetyl-CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"PPi (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"NAD+ (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"CO2 (C_m)"	10	0	3.32061753405709	10	10	1	0.00044404973357016	0.0192307692307692	1	1
"H+ (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"NADH (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"H2O (C_c)"	10	0	0.698839735530792	10	10	1	0.000524109014675052	0.000774593338497289	1	1
"ADP (C_c)"	10	0	0.20396019168632	10	10	1	0.000476190476190476	0.00066006600660066	1	1
"Pi (C_c)"	10	0	0.473880510543113	10	10	1	0.000533617929562433	0.000743494423791822	1	1
"H2O (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"H2O (C_s)"	10	0.289248165115874	0	2.43943585102012	2.43943585102012	1	0.00171526586620926	0.000475511174512601	0.00666666666666667	0.00666666666666667
"CO2 (C_c)"	10	0	10	10	10	1	0.00044404973357016	0.00558659217877095	1	1
"GDP (C_m)"	10	0.409760221691033	0	1.07727973074122	1.07727973074122	1	0.00101522842639594	0.000475511174512601	0.00180831826401447	0.00180831826401447
"ADP (C_m)"	10	0	0.128561342913337	3.3494787827258	3.3494787827258	1	0.000476190476190476	0.000634920634920635	0.027027027027027	0.027027027027027
"FAD (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"propanoyl-CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"FADH2 (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"crotonyl-CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"ubiquinol (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"ubiquinone (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"tiglyl-CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"(2E)-decenoyl-CoA (C_m)"	2.8563919651624	0	3.32061753405709	3.3494787827258	3.3494787827258	1	0.00044404973357016	1	0.0294117647058824	0.0294117647058824
"4(R),8-dimethyl-trans-2-nonenoyl-CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"2,6-dimethyl-trans-2-heptenoyl-CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"4-methyl-trans-2-pentenoyl-CoA (C_m)"	10	0	10	10	10	1	0.00044404973357016	1	1	1
"androsterone (C_c)"	3.10910972725618	10	0			1	1	0.000475511174512601	0.000310462589257994	0.000310462589257994
"activation-ppara (C_n)"	10	0	1.39484585160311	2.80601323691431	2.80601323691431	1	0.00044404973357016	0.00311526479750779	0.0131578947368421	0.0131578947368421
"activation-ppara (C_c)"	3.10910972725618	0	0.929740422599425	3.3494787827258	3.3494787827258	1	0.00044404973357016	0.00223214285714286	0.0133333333333333	0.0133333333333333
"butyryl-CoA (C_m)"	3.10910972725618	0	10	3.3494787827258	3.3494787827258	0.027027027027027	0.00044404973357016	0.015625	0.0178571428571429	0.0178571428571429
"CoA (C_c)"	10	0	2.38060402148647	10	10	0.0263157894736842	0.00044404973357016	0.00458715596330275	1	1
"H2O (C_l)"	10	10	0	0.350441235494396	0.350441235494396	0.0256410256410256	1	0.000475511174512601	0.000603500301750151	0.000603500301750151
"succinyl-CoA (C_m)"	3.10910972725618	0	10	10	10	0.025	0.00044404973357016	0.0163934426229508	1	1
"(9E)-tetradecenoyl-CoA (C_m)"	10	0	10	10	10	0.025	0.00044404973357016	1	0.0149253731343284	0.0149253731343284
"3alpha-hydroxy-5alpha-pregnan-20-one (C_c)"	3.10910972725618	10	0			0.025	1	0.000475511174512601	0.000310462589257994	0.000310462589257994
"5alpha-pregnane-3,20-dione (C_c)"	3.10910972725618	10	0			0.025	1	0.000475511174512601	0.000310462589257994	0.000310462589257994
"O2 (C_m)"	3.10910972725618	0	10	3.3494787827258	3.3494787827258	0.0227272727272727	0.00044404973357016	0.0212765957446809	0.0161290322580645	0.0161290322580645
"GTP (C_c)"	3.10910972725618	0.619011343567894	0	1.98800688534074	1.98800688534074	0.0222222222222222	0.00280898876404494	0.000475511174512601	0.00454545454545455	0.00454545454545455
"H2O2 (C_m)"	2.8563919651624	0	10	10	10	0.0217391304347826	0.00044404973357016	0.008	0.0144927536231884	0.0144927536231884
"PPi (C_c)"	10	0	10	10	10	0.0212765957446809	0.00044404973357016	1	0.0285714285714286	0.0285714285714286
"dUDP (C_c)"	3.10910972725618	10	0	0.0218468842097546	0.0218468842097546	0.0212765957446809	1	0.000475511174512601	0.00036036036036036	0.00036036036036036
"[ACP] (C_c)"	2.8563919651624	0	1.39882034664122	2.73930863406252	2.73930863406252	0.0212765957446809	0.00044404973357016	0.00301204819277108	0.00900900900900901	0.00900900900900901
"2-methylbutyryl-CoA (C_m)"	10	0	10	3.3494787827258	3.3494787827258	0.02	0.00044404973357016	1	0.0181818181818182	0.0181818181818182
"GDP (C_c)"	10	2.81650238944065	0	0.341635584312928	0.341635584312928	0.0196078431372549	0.0909090909090909	0.000475511174512601	0.000660938532716457	0.000660938532716457
"3-oxododecanoyl-[ACP] (C_c)"	2.77567416368051	0	1.19566289617397	2.80601323691431	2.80601323691431	0.0192307692307692	0.00044404973357016	0.00212314225053079	0.0123456790123457	0.0123456790123457
"acrylyl-CoA (C_m)"	2.37157019709832	0	10	2.91264456994595	2.91264456994595	0.0188679245283019	0.00044404973357016	0.0169491525423729	0.0147058823529412	0.0147058823529412
"malonyl-[ACP] (C_c)"	2.45406231535812	0	1.24789774911744	2.56768825735062	2.56768825735062	0.0185185185185185	0.00044404973357016	0.00275482093663912	0.0099009900990099	0.0099009900990099
"IDP (C_s)"	2.8563919651624	0.409760221691033	0	1.41199735887864	1.41199735887864	0.0181818181818182	0.00161550888529887	0.000475511174512601	0.0024390243902439	0.0024390243902439
"3-hydroxyisobutyrate (C_m)"	3.10910972725618	0	10	10	10	0.0178571428571429	0.00044404973357016	0.0166666666666667	0.0277777777777778	0.0277777777777778
"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA (C_m)"	2.77567416368051	0	3.32061753405709	2.91264456994595	2.91264456994595	0.0175438596491228	0.00044404973357016	0.0188679245283019	0.0128205128205128	0.0128205128205128
"GTP (C_m)"	2.45406231535812	0	0.0280518865902969	1.07727973074122	1.07727973074122	0.0172413793103448	0.000476190476190476	0.000599880023995201	0.00180831826401447	0.00180831826401447
"HCO3- (C_m)"	2.77567416368051	0	10	3.3494787827258	3.3494787827258	0.0169491525423729	0.00044404973357016	1	0.0158730158730159	0.0158730158730159
"3-oxohexadecanoyl-[ACP] (C_c)"	2.41752754706515	0	0.536166711953345	2	2	0.0169491525423729	0.000476190476190476	0.000945179584120983	0.00613496932515337	0.00613496932515337
"(R)-methylmalonyl-CoA (C_m)"	2.66280039462642	0	3.32061753405709	2.91264456994595	2.91264456994595	0.0163934426229508	0.00044404973357016	0.0178571428571429	0.0128205128205128	0.0128205128205128
"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA (C_m)"	2.77567416368051	0	10	10	10	0.0163934426229508	0.00044404973357016	0.0208333333333333	0.0178571428571429	0.0178571428571429
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA  (C_m)"	2.77567416368051	0	10	10	10	0.0163934426229508	0.00044404973357016	0.0208333333333333	0.0178571428571429	0.0178571428571429
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA (C_m)"	2.77567416368051	0	10	10	10	0.0163934426229508	0.00044404973357016	0.0208333333333333	0.0178571428571429	0.0178571428571429
"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA (C_m)"	2.77567416368051	0	10	10	10	0.0163934426229508	0.00044404973357016	0.0208333333333333	0.0178571428571429	0.0178571428571429
"H2O (C_r)"	2.8563919651624	0	0.0704942240740583	2.63045019833511	2.63045019833511	0.0151515151515152	0.000542888165038002	0.0005005005005005	0.00699300699300699	0.00699300699300699
"trans,cis,cis-2,7,10-hexadecatrienoyl-CoA (C_m)"	2.30463216561203	0	3.32061753405709	2.67643853653713	2.67643853653713	0.0151515151515152	0.00044404973357016	0.0188679245283019	0.00970873786407767	0.00970873786407767
"dADP (C_c)"	2.41752754706515	0.199214209672237	0	1.28621554657693	1.28621554657693	0.0147058823529412	0.000781860828772478	0.000475511174512601	0.00218340611353712	0.00218340611353712
"acetyl-CoA (C_c)"	2.58337613261582	0	1.54178532213441	3.3494787827258	3.3494787827258	0.0144927536231884	0.00044404973357016	0.0025974025974026	0.0163934426229508	0.0163934426229508
"thioredoxin (C_c)"	2.77567416368051	10	0			0.0142857142857143	1	0.000475511174512601	0.000310462589257994	0.000310462589257994
"oxidized thioredoxin (C_c)"	2.77567416368051	10	0			0.0142857142857143	1	0.000475511174512601	0.000310462589257994	0.000310462589257994
"phenylacetaldehyde (C_c)"	2.45406231535812	0	0.473002025406456	2.29702693446218	2.29702693446218	0.0138888888888889	0.000476190476190476	0.00099304865938431	0.00719424460431655	0.00719424460431655
"heparan sulfate, degradation product 1 (C_l)"	2.30463216561203	2.57762358477582	0			0.0138888888888889	0.0344827586206897	0.000475511174512601	0.000310462589257994	0.000310462589257994
"heparan sulfate, degradation product 6 (C_l)"	2.30463216561203	2.57762358477582	0			0.0138888888888889	0.0344827586206897	0.000475511174512601	0.000310462589257994	0.000310462589257994
"heparan sulfate, degradation product 12 (C_l)"	2.30463216561203	2.57762358477582	0			0.0138888888888889	0.0344827586206897	0.000475511174512601	0.000310462589257994	0.000310462589257994
"isovaleryl-CoA (C_m)"	2.66280039462642	0	3.32061753405709	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	1	1
"(13Z)-octadecenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(9E)-octadecenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(7Z)-octadecenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(6Z,9Z)-octadecadienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(8Z,11Z)-eicosadienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(5Z,8Z,11Z)-eicosatrienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(11Z)-docosenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(11Z,14Z,17Z)-eicosatrienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"13,16,19-docosatrienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"10,13,16,19-docosatetraenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(11Z,14Z)-eicosadienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"(13Z,16Z)-docosadienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"10,13,16-docosatrienoyl-CoA (C_m)"	2.27296327295901	0	10	3.3494787827258	3.3494787827258	0.0131578947368421	0.00044404973357016	1	0.0263157894736842	0.0263157894736842
"5alpha-androstane-3,17-dione (C_r)"	2.77567416368051	2.07495620172364	0	0.288277108172765	0.288277108172765	0.0131578947368421	0.024390243902439	0.000475511174512601	0.000620732464307883	0.000620732464307883
"4(R),8-dimethyl-nonanoyl-CoA (C_m)"	2.28139867564529	0	2.89983631103396	2.56768825735062	2.56768825735062	0.0106382978723404	0.00044404973357016	0.0163934426229508	0.00854700854700855	0.00854700854700855
"2(S),6-dimethyl-heptanoyl-CoA (C_m)"	2.27296327295901	0	3.32061753405709	2.58711964153503	2.58711964153503	0.0105263157894737	0.00044404973357016	0.0175438596491228	0.00980392156862745	0.00980392156862745
"H+ (C_r)"	2.77567416368051	0.144711075365512	0	1.79636887366949	1.79636887366949	0.0104166666666667	0.000597728631201434	0.000485436893203883	0.00303951367781155	0.00303951367781155
"NH3 (C_c)"	2.8563919651624	0	0.578856932928335	2.80601323691431	2.80601323691431	0.0104166666666667	0.000476190476190476	0.00115473441108545	0.0120481927710843	0.0120481927710843
"3-oxodecanoyl-[ACP] (C_c)"	2.27296327295901	0	0.274382350668088	1.90678850818634	1.90678850818634	0.0104166666666667	0.000476190476190476	0.000702740688685875	0.00480769230769231	0.00480769230769231
"Pi (C_m)"	2.27436601305944	0	1.62071261600929	3.3494787827258	3.3494787827258	0.0101010101010101	0.00044404973357016	0.0028735632183908	0.0263157894736842	0.0263157894736842
"[protein]-L-tyrosine (C_c)"	2.27436601305944	0	0.0105412829474019	1.75121778593145	1.75121778593145	0.0101010101010101	0.000517866390471258	0.000495049504950495	0.00294117647058824	0.00294117647058824
"hexanoyl-[ACP] (C_c)"	2.27436601305944	0	0.763941633261446	2	2	0.0101010101010101	0.000476190476190476	0.00139275766016713	0.00613496932515337	0.00613496932515337
"3-oxooctanoyl-[ACP] (C_c)"	2.27436601305944	0	0.763941633261446	2	2	0.0101010101010101	0.000476190476190476	0.00139275766016713	0.00613496932515337	0.00613496932515337
"decanoyl-[ACP] (C_c)"	2.27436601305944	0	0.763941633261446	2	2	0.0101010101010101	0.000476190476190476	0.00139275766016713	0.00613496932515337	0.00613496932515337
"tetradecanoyl-[ACP] (C_c)"	2.27436601305944	0	0.763941633261446	2	2	0.0101010101010101	0.000476190476190476	0.00139275766016713	0.00613496932515337	0.00613496932515337
"octanoyl-[ACP] (C_c)"	2.27296327295901	0	0.578823998147907	2	2	0.00952380952380952	0.000476190476190476	0.00114025085518814	0.00709219858156028	0.00709219858156028
"trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA (C_m)"	2.58337613261582	0	10	2.73930863406252	2.73930863406252	0.00952380952380952	0.00044404973357016	1	0.00900900900900901	0.00900900900900901
"(2E)-dodecenoyl-CoA (C_m)"	2.58337613261582	0	10	2.73930863406252	2.73930863406252	0.00952380952380952	0.00044404973357016	1	0.00900900900900901	0.00900900900900901
"7-carboxy-alpha-tocotrienol (C_m)"	2.41752754706515	0	2.74395610129797	3.07192691567736	3.07192691567736	0.00925925925925926	0.00044404973357016	0.00574712643678161	0.0138888888888889	0.0138888888888889
"2-amino-3-oxoadipate (C_m)"	2.27296327295901	0.479568873978459	0	1.41199735887864	1.41199735887864	0.00917431192660551	0.00225733634311512	0.000475511174512601	0.00280112044817927	0.00280112044817927
"2-methyl-3-oxopropanoate (C_m)"	10	0	1.31027392129439	3.3494787827258	3.3494787827258	0.00909090909090909	0.00044404973357016	0.00232558139534884	0.0158730158730159	0.0158730158730159
"phenylacetate (C_c)"	2.41752754706515	0	0.0831356397403446	1.63082126336273	1.63082126336273	0.00900900900900901	0.000476190476190476	0.000615006150061501	0.00366300366300366	0.00366300366300366
"ethanolamine-phosphate (C_c)"	2.27296327295901	0.626701720385129	0	0.653647025549361	0.653647025549361	0.00892857142857143	0.00163132137030995	0.000475511174512601	0.00104275286757039	0.00104275286757039
"3,4-dihydroxymandelaldehyde (C_c)"	2.77567416368051	0	2.02062920336511	3.07192691567736	3.07192691567736	0.00884955752212389	0.00044404973357016	0.0037593984962406	0.0153846153846154	0.0153846153846154
"NADH (C_r)"	2.77567416368051	0.626701720385129	0	1.2157965182435	1.2157965182435	0.0087719298245614	0.00187265917602996	0.000475511174512601	0.00173010380622837	0.00173010380622837
"NAD+ (C_r)"	2.77567416368051	0.626701720385129	0	1.2157965182435	1.2157965182435	0.0087719298245614	0.00187265917602996	0.000475511174512601	0.00173010380622837	0.00173010380622837
"ITP (C_s)"	2.28139867564529	0.144063105007861	0	1.41199735887864	1.41199735887864	0.00862068965517241	0.000637348629700446	0.000475511174512601	0.0024390243902439	0.0024390243902439
"10-formyl-THF (C_c)"	2.25540976384761	0	2.09004302183184	3.3494787827258	3.3494787827258	0.00862068965517241	0.00044404973357016	0.00386100386100386	0.0142857142857143	0.0142857142857143
"methylmalonate (C_m)"	10	0	0.822117356734675	2.80601323691431	2.80601323691431	0.00862068965517241	0.000476190476190476	0.00141843971631206	0.0125	0.0125
"3-hydroxypropionyl-CoA (C_m)"	2.25540976384761	0	3.32061753405709	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00952380952380952	0.0131578947368421	0.0131578947368421
"(S)-3-hydroxy-2-methylbutyryl-CoA (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"[protein]-tyrosine-phosphate (C_c)"	2.25540976384761	0	0.0314563478578863	1.79636887366949	1.79636887366949	0.00840336134453781	0.000503018108651912	0.000508130081300813	0.00298507462686567	0.00298507462686567
"3-oxotetradecanoyl-[ACP] (C_c)"	2.25540976384761	0	0.465923102237836	2	2	0.00840336134453781	0.000476190476190476	0.000923361034164358	0.00709219858156028	0.00709219858156028
"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_p)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_p)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"20-CoA-20-oxo-18r-hydroxy-LTB4 (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"20-CoA-20-oxo-18r-hydroxy-LTB4 (C_p)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (C_p)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"3(S)-hydroxy-4-methyl-pentanoyl-CoA (C_m)"	2.25540976384761	0	10	2.80601323691431	2.80601323691431	0.00840336134453781	0.00044404973357016	0.00925925925925926	0.0119047619047619	0.0119047619047619
"GM2A (C_l)"	2.27296327295901	1.91083700063507	0	0.728553386198236	0.728553386198236	0.0072463768115942	0.0277777777777778	0.000475511174512601	0.00112994350282486	0.00112994350282486
"(S)-3-hydroxybutyryl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"(S)-hydroxydecanoyl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"(S)-hydroxyoctanoyl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"(S)-hydroxyhexanoyl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"3-hydroxyundecanoyl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"3-hydroxynonanoyl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"3-hydroxyheptanoyl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"3-hydroxypentanoyl-CoA (C_m)"	2.25540976384761	0	2.89983631103396	2.43662572146318	2.43662572146318	0.00719424460431655	0.00044404973357016	0.0147058823529412	0.00813008130081301	0.00813008130081301
"4-methyl-pentanoyl-CoA (C_m)"	2.11474623590637	0	10	2.80601323691431	2.80601323691431	0.00680272108843537	0.00044404973357016	0.0188679245283019	0.0136986301369863	0.0136986301369863
"trans-3-cis-8,11,14-eicosatetraenoyl-CoA (C_m)"	2.12666195698937	0	2.61165009212962	2.31496624566675	2.31496624566675	0.00675675675675676	0.00044404973357016	0.00943396226415094	0.0072463768115942	0.0072463768115942
"5-hydroxyindoleacetaldehyde (C_c)"	2.28139867564529	0	0.815706144751045	3.3494787827258	3.3494787827258	0.00675675675675676	0.00044404973357016	0.00141242937853107	0.00909090909090909	0.00909090909090909
"methacrylyl-CoA (C_m)"	2.20316905099235	0	2.80978039228895	2.53353276725936	2.53353276725936	0.00666666666666667	0.00044404973357016	0.00769230769230769	0.00862068965517241	0.00862068965517241
"THF (C_c)"	1.85272570008816	0	2.74395610129797	3.07192691567736	3.07192691567736	0.00662251655629139	0.00044404973357016	0.00440528634361234	0.0142857142857143	0.0142857142857143
"AMP (C_m)"	2.20316905099235	0	10	10	10	0.00657894736842105	0.00044404973357016	1	1	1
"dGDP (C_c)"	2.09228774730727	10	0	0.0218468842097546	0.0218468842097546	0.00657894736842105	1	0.000475511174512601	0.00036036036036036	0.00036036036036036
"phenylacetaldehyde (C_m)"	2.25540976384761	0	1.06936674899953	1.93148019399909	1.93148019399909	0.00649350649350649	0.00044404973357016	0.00316455696202532	0.00476190476190476	0.00476190476190476
"phenylacetate (C_m)"	2.25540976384761	0	1.06936674899953	1.93148019399909	1.93148019399909	0.00649350649350649	0.00044404973357016	0.00316455696202532	0.00476190476190476	0.00476190476190476
"sulfate (C_l)"	2.13906936135876	10	0	0.162266400371745	0.162266400371745	0.00649350649350649	1	0.000475511174512601	0.000515463917525773	0.000515463917525773
"5alpha-androstane-3,17-dione (C_c)"	1.8837908741966	2.81650238944065	0	0.00558605488938485	0.00558605488938485	0.00636942675159236	0.0344827586206897	0.000475511174512601	0.00031328320802005	0.00031328320802005
"Pi (C_s)"	2.0816812783504	0.287965142254104	0	0.951946826884391	0.951946826884391	0.00632911392405063	0.000919963201471941	0.000475511174512601	0.00116279069767442	0.00116279069767442
"dodecanoyl-[ACP] (C_c)"	1.99628103617689	0	0.473002025406456	1.77311667160908	1.77311667160908	0.00632911392405063	0.000476190476190476	0.000953288846520496	0.00398406374501992	0.00398406374501992
"thiocyanate (C_c)"	2.1033029642182	0	10	2.46809976627241	2.46809976627241	0.00625	0.00044404973357016	0.0158730158730159	0.00840336134453781	0.00840336134453781
