""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"20-trihydroxy-LTB4 (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"20-trihydroxy-LTB4 (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"20-OH-10,11-dihydro-LTB4 (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"20-OH-10,11-dihydro-LTB4 (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"10,11-dihydro-20-dihydroxy-LTB4 (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"10,11-dihydro-20-dihydroxy-LTB4 (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"10,11-dihydro-20-trihydroxy-LTB4 (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"10,11-dihydro-20-trihydroxy-LTB4 (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"D-galactosyl-N-acylsphingosine (C_r)"	0.108886451079397	0	0.0860061116164763	0.0754726165409666	0.0754726165409666	0.000320410124959949	0.00044404973357016	0.000624219725343321	0.0004293688278231	0.0004293688278231
"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a (C_g)"	0.0969588738857464	0.199166117708077	0	0.0092882916452126	0.0092882916452126	0.000320410124959949	0.000722543352601156	0.000475511174512601	0.000321853878339234	0.000321853878339234
"thiamin-P (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"alpha-tocotrienol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-alpha-tocotrienol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"alpha-tocotrienol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-alpha-tocotrienol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-alpha-tocotrienol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-alpha-tocotrienol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"gamma-tocotrienol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-gamma-tocotrienol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"gamma-tocotrienol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-gamma-tocotrienol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-gamma-tocotrienol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-gamma-tocotrienol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"gamma-tocopherol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-gamma-tocopherol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"gamma-tocopherol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-gamma-tocopherol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-gamma-tocopherol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-gamma-tocopherol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"alpha-tocopherol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-alpha-tocopherol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"alpha-tocopherol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-hydroxy-alpha-tocopherol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-alpha-tocopherol (C_c)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13-carboxy-alpha-tocopherol (C_r)"	0.108886451079397	0.14970305595375	0			0.000320410124959949	0.00066006600660066	0.000475511174512601	0.000310462589257994	0.000310462589257994
"arginine (C_m)"	0.115187649636857	0.0615102962170177	0	0.0754726165409666	0.0754726165409666	0.000320410124959949	0.000552791597567717	0.000475511174512601	0.000429000429000429	0.000429000429000429
"histidine (C_m)"	0.115187649636857	0.0615102962170177	0	0.0754726165409666	0.0754726165409666	0.000320410124959949	0.000552791597567717	0.000475511174512601	0.000429000429000429	0.000429000429000429
"9-cis-retinal (C_c)"	0.107660479751521	0.226337865841782	0	0.0218468842097546	0.0218468842097546	0.000314663310258024	0.000823723228995058	0.000475511174512601	0.000319897632757518	0.000319897632757518
"(13E)-tetranor-16-oxo-16-CoA-LTE4 (C_p)"	0.115187649636857	0.268749778014947	0	0.0218468842097546	0.0218468842097546	0.000314564328405159	0.000767459708365311	0.000475511174512601	0.000319081046585833	0.000319081046585833
"leukotriene A5 (C_c)"	0.0989014692003076	0.185213201509778	0	0.0177016244035087	0.0177016244035087	0.000314465408805031	0.00077639751552795	0.000475511174512601	0.000318066157760814	0.000318066157760814
"PC-LD pool (C_s)"	0.108886451079397	0	0.0841782123796013	0.0707497154699712	0.0707497154699712	0.000314366551398931	0.00044404973357016	0.000610500610500611	0.00042571306939123	0.00042571306939123
"acetone (C_m)"	0.108886451079397	0	0.0840464362818875	0.0706270608419459	0.0706270608419459	0.000314267756128221	0.00044404973357016	0.00061012812690665	0.000425350914504466	0.000425350914504466
"choline (C_s)"	0.108886451079397	0.0421342242572072	0	0.0404434868764764	0.0404434868764764	0.000314169022934339	0.000517330574236937	0.000475511174512601	0.000373692077727952	0.000373692077727952
"G00148 (C_r)"	0.102829432647035	0.200631877168935	0			0.000314070351758794	0.000825082508250825	0.000475511174512601	0.000310462589257994	0.000310462589257994
"3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3-hydroxyhexacosanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3-hydroxytetracosanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3-hydroxydocosanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3-hydroxyeicosanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3-hydroxyoctadecanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxyhexadecanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxytetradecanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxydodecanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-hydroxydecanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-hydroxyoctanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-hydroxyhexanoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxybutyryl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3(S)-hydroxy-hexacosenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3(S)-hydroxy-cis-15-tetracosaenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3(S)-hydroxy-13-cis-docosenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3(S)-hydroxy-11-cis-eicosenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxyoleyleoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxy-7-hexadecenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"cis-(3S)-hydroxytetradec-5-enoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxypalmitoleoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"cis-(3S)-hydroxytetradec-7-enoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(3S)-3-hydroxylinoleoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(3S)-3-hydroxydodec-cis-6-enoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"3(S)-hydroxy-13-cis-eicosenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"(S)-3-hydroxy-11-cis-octadecenoyl-CoA (C_p)"	0.108886451079397	0.127552352210987	0	0.0404434868764764	0.0404434868764764	0.000313971742543171	0.00061012812690665	0.000475511174512601	0.00040016006402561	0.00040016006402561
"carbamoyl-phosphate (C_m)"	0.102829432647035	0	0.105551010370106	0.259953275948506	0.259953275948506	0.000311138767890479	0.00044404973357016	0.000652741514360313	0.000608272506082725	0.000608272506082725
"IV3GalNAca-Gb4Cer (C_c)"	0.0989014692003076	0.195363152515643	0			0.00031104199066874	0.000811688311688312	0.000475511174512601	0.000310462589257994	0.000310462589257994
"deoxyinosine (C_s)"	0.120136035769846	0	0.323910250750206	0.0916115017311271	0.0916115017311271	0.000310945273631841	0.00044404973357016	0.00101010101010101	0.000424448217317487	0.000424448217317487
"chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1 (C_g)"	0.0929381503882864	0.344323834267647	0	0.00104791294429543	0.00104791294429543	0.000310848616723656	0.00103199174406605	0.000475511174512601	0.000312402374258044	0.000312402374258044
"GT1c (C_c)"	0.108880870645447	0.146612109410236	0			0.000310752019888129	0.000630914826498423	0.000475511174512601	0.000310462589257994	0.000310462589257994
"G10599 (C_r)"	0.107660479751521	0	0.0831356397403446	0.0663811276988705	0.0663811276988705	0.000310655483069276	0.00044404973357016	0.00060790273556231	0.000424808836023789	0.000424808836023789
"homogentisate (C_c)"	0.110356600164732	0.0414361167780325	0	0.0847268304940247	0.0847268304940247	0.00031055900621118	0.000537634408602151	0.000475511174512601	0.000433275563258232	0.000433275563258232
"11-cis-retinol (C_c)"	0.108886451079397	0.154226227405001	0	0.139811775972965	0.139811775972965	0.00031055900621118	0.000834028356964137	0.000475511174512601	0.000520833333333333	0.000520833333333333
"zinc (C_c)"	0.107126593111234	0	0.0760517310897405	0.181741106539374	0.181741106539374	0.00031055900621118	0.000501504513540622	0.000550357732526142	0.000557724484104852	0.000557724484104852
"tRNA(his) (C_c)"	0.108886451079397	0.171668848310797	0			0.000310269934843314	0.000816326530612245	0.000475511174512601	0.000310462589257994	0.000310462589257994
"L-histidyl-tRNA(his) (C_c)"	0.108886451079397	0.171668848310797	0			0.000310269934843314	0.000816326530612245	0.000475511174512601	0.000310462589257994	0.000310462589257994
"3-hydroxykynurenine-O-beta-D-glucoside (C_c)"	0.102829432647035	0	0.0969154417230098	0.0382515285985543	0.0382515285985543	0.000310077519379845	0.00044404973357016	0.000722021660649819	0.000375093773443361	0.000375093773443361
"glutathionyl-3-hydroxykynurenine glucoside (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"5-S-glutathionyl-dopamine (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"5-S-glutathionyl-aminochrome reduced (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"5-S-glutathionyl-adrenochrome hydroquinone (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"5-S-glutathionyl-noradrenochrome hydroquinone (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"5-S-glutathionyl-L-dopa (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"5-S-glutathionyl-dopachrome hydroquinone (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"hepoxilin A3-c (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"hepoxilin A3-c (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"GSH (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"hepoxilin A3-c (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"12-oxo-c-LTB3 (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"O-propanoylcarnitine (C_p)"	0.102829432647035	0.269371126797651	0			0.000310077519379845	0.00094876660341556	0.000475511174512601	0.000310462589257994	0.000310462589257994
"malonyl-carnitin (C_r)"	0.102829432647035	0.269371126797651	0			0.000310077519379845	0.00094876660341556	0.000475511174512601	0.000310462589257994	0.000310462589257994
"2-hydroxyestrone-1-S-glutathione (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-2,3-quinone (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxyestrone-1-S-glutathione (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-2,3-quinone (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxyestrone-1-S-glutathione (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-2,3-quinone (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxyestrone-1-S-glutathione (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-2,3-quinone (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxyestrone-4-S-glutathione (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxyestrone-4-S-glutathione (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxyestrone-4-S-glutathione (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxyestrone-4-S-glutathione (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxyestrone-2-S-glutathione (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-3,4-quinone (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxyestrone-2-S-glutathione (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-3,4-quinone (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxyestrone-2-S-glutathione (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-3,4-quinone (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxyestrone-2-S-glutathione (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"estrone-3,4-quinone (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-3,4-quinone (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxy-17beta-estradiol-2-S-glutathione (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-3,4-quinone (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxy-17beta-estradiol-2-S-glutathione (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-3,4-quinone (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxy-17beta-estradiol-2-S-glutathione (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-3,4-quinone (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"4-hydroxy-17beta-estradiol-2-S-glutathione (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-2,3-quinone (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxy-17beta-estradiol-4-S-glutathione (C_c)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-2,3-quinone (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxy-17beta-estradiol-4-S-glutathione (C_m)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-2,3-quinone (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxy-17beta-estradiol-4-S-glutathione (C_r)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"17beta-estradiol-2,3-quinone (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
"2-hydroxy-17beta-estradiol-4-S-glutathione (C_p)"	0.102829432647035	0	0.0860061116164763	0.0404434868764764	0.0404434868764764	0.000310077519379845	0.00044404973357016	0.000698812019566737	0.000417014178482068	0.000417014178482068
