""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"henicosanoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"behenic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"cis-erucic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"cis-cetoleic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"tricosanoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"lignocerate (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"nervonic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"cerotic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"ximenic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"linolenate (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"stearidonic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"omega-3-arachidonic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"EPA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"DPA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(9Z,12Z,15Z,18Z,21Z)-TPA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(6Z,9Z,12Z,15Z,18Z,21Z)-THA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"DHA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(11Z,14Z,17Z)-eicosatrienoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"13,16,19-docosatrienoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"10,13,16,19-docosatetraenoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"12,15,18,21-tetracosatetraenoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"linoleate (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"gamma-linolenate (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"dihomo-gamma-linolenate (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"adrenic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(9Z,12Z,15Z,18Z)-TTA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(6Z,9Z,12Z,15Z,18Z)-TPA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(4Z,7Z,10Z,13Z,16Z)-DPA (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(11Z,14Z)-eicosadienoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"(13Z,16Z)-docosadienoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"10,13,16-docosatriynoic acid (C_s)"	0.194737083488324	0	0.322584690063482	0.361361012141655	0.361361012141655	0.000344708721130645	0.000391389432485323	0.00120918984280532	0.000909918107370337	0.000909918107370337
"GM2 (C_g)"	0.241231887412823	0	0.119649521041013	0.193358833094466	0.193358833094466	0.000337952010814464	0.000391389432485323	0.000824402308326463	0.00051150895140665	0.00051150895140665
"heparan sulfate, degradation product 24 (C_l)"	0.241231887412823	0	0.119649521041013	0.193358833094466	0.193358833094466	0.000337952010814464	0.000391389432485323	0.000825763831544178	0.00051150895140665	0.00051150895140665
"heparan sulfate, degradation product 25 (C_l)"	0.241231887412823	0	0.119649521041013	0.193358833094466	0.193358833094466	0.000337952010814464	0.000391389432485323	0.000825763831544178	0.00051150895140665	0.00051150895140665
"ADP-ribose (C_c)"	0.181028921195585	0.538816728735412	0	0.0158418813364418	0.0158418813364418	0.000337609723160027	0.00260416666666667	0.000542005420054201	0.000311138767890479	0.000311138767890479
"ribulose-5-phosphate (C_r)"	0.251525123177853	0	0.0667709359734048	0.287864012224678	0.287864012224678	0.000337495781302734	0.000391389432485323	0.0006426735218509	0.000601684717208183	0.000601684717208183
"1D-myo-inositol-1,4-bisphosphate (C_c)"	0.256937302583355	0.0417659044388201	0	0.3194378784499	0.3194378784499	0.000337495781302734	0.000533902829684997	0.000542005420054201	0.00069589422407794	0.00069589422407794
"palmitoyl-CoA (C_m)"	0.232792170165618	0	0.381397616009534	0.193358833094466	0.193358833094466	0.000337268128161889	0.000391389432485323	0.00112866817155756	0.00051150895140665	0.00051150895140665
"stearoyl-CoA (C_m)"	0.232792170165618	0	0.381397616009534	0.193358833094466	0.193358833094466	0.000337268128161889	0.000391389432485323	0.00112866817155756	0.00051150895140665	0.00051150895140665
"cis-vaccenoyl-CoA (C_m)"	0.232792170165618	0	0.381397616009534	0.193358833094466	0.193358833094466	0.000337268128161889	0.000391389432485323	0.00112866817155756	0.00051150895140665	0.00051150895140665
"oleoyl-CoA (C_m)"	0.232792170165618	0	0.381397616009534	0.193358833094466	0.193358833094466	0.000337268128161889	0.000391389432485323	0.00112866817155756	0.00051150895140665	0.00051150895140665
"acetate (C_m)"	0.245223697565629	0	0.805763251276171	0.361361012141655	0.361361012141655	0.000336813742000674	0.000391389432485323	0.00168067226890756	0.000860585197934596	0.000860585197934596
"9-cis-retinal (C_c)"	0.242793826721214	0.0579224654189587	0	0.102548861100055	0.102548861100055	0.000336813742000674	0.000430848772081	0.000595238095238095	0.000366032210834553	0.000366032210834553
"dAMP (C_c)"	0.241678665207512	0	0.123857243402038	0.193358833094466	0.193358833094466	0.000336587007741501	0.000391389432485323	0.000895255147717099	0.00053475935828877	0.00053475935828877
"dopamine-O-quinone (C_c)"	0.299633814080193	0.203148250950113	0	0.160534522836136	0.160534522836136	0.000336473755047106	0.000719942404607631	0.000542005420054201	0.000383877159309021	0.000383877159309021
"7alpha-hydroxycholesterol (C_r)"	0.238147305533617	0.281897081822832	0			0.000336360578540195	0.000707714083510262	0.000542005420054201	0.000305343511450382	0.000305343511450382
"reduced ferredoxin (C_m)"	0.240090528219136	0.282970595915122	0			0.000336360578540195	0.000710227272727273	0.000542005420054201	0.000305343511450382	0.000305343511450382
"oxidized ferredoxin (C_m)"	0.240090528219136	0.282970595915122	0			0.000336360578540195	0.000710227272727273	0.000542005420054201	0.000305343511450382	0.000305343511450382
"(11Z)-eicosenoyl-CoA (C_m)"	0.207006319440324	0	0.378989987171063	0.176121660733486	0.176121660733486	0.000336021505376344	0.000391389432485323	0.00111607142857143	0.000434216239687364	0.000434216239687364
"chylomicron (C_s)"	0.232836710143973	0	0.445147565627945	0.287476565122305	0.287476565122305	0.000336021505376344	0.000391389432485323	0.00143061516452074	0.000604229607250755	0.000604229607250755
"chylomicron remnant (C_s)"	0.232836710143973	0	0.445147565627945	0.287476565122305	0.287476565122305	0.000336021505376344	0.000391389432485323	0.00143061516452074	0.000604229607250755	0.000604229607250755
"TAG-chylomicron pool (C_s)"	0.232836710143973	0	0.445147565627945	0.287476565122305	0.287476565122305	0.000336021505376344	0.000391389432485323	0.00143061516452074	0.000604229607250755	0.000604229607250755
"(2R,6R,10R)-trimethyl-hendecanoyl-CoA (C_p)"	0.241163775253042	0	0.109774653417716	0.159611580397894	0.159611580397894	0.000335570469798658	0.000391389432485323	0.000740740740740741	0.00039984006397441	0.00039984006397441
"D-galactosyl-N-acylsphingosine (C_l)"	0.255058016603544	0.168232575211966	0	0.170181812561123	0.170181812561123	0.000335457900033546	0.000619195046439629	0.000542005420054201	0.000401284109149278	0.000401284109149278
"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2 (C_l)"	0.242877389448117	0.485717952139622	0	0.104478008595451	0.104478008595451	0.000335457900033546	0.00147058823529412	0.000542005420054201	0.000378787878787879	0.000378787878787879
"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3 (C_l)"	0.242877389448117	0.485717952139622	0	0.104478008595451	0.104478008595451	0.000335457900033546	0.00147058823529412	0.000542005420054201	0.000378787878787879	0.000378787878787879
"phosphatidylinositol-3,5-bisphosphate (C_c)"	0.242877389448117	0	0.275994624390097	0.141132094629885	0.141132094629885	0.000335120643431635	0.000391389432485323	0.00110132158590308	0.00040048057669203	0.00040048057669203
"spermine (C_c)"	0.238147305533617	0.259882163678844	0	0.07796518843749	0.07796518843749	0.00033500837520938	0.000664010624169987	0.000542005420054201	0.00035880875493362	0.00035880875493362
"D-alanine (C_s)"	0.256678418049948	0.00519470547936337	0	0.22265293851218	0.22265293851218	0.000334896182183523	0.000417710944026733	0.000542005420054201	0.000550964187327824	0.000550964187327824
"ribose-5-phosphate (C_r)"	0.249892915072702	0	0.0254790964487477	0.544880935321598	0.544880935321598	0.00033478406427854	0.000457875457875458	0.000595238095238095	0.00119617224880383	0.00119617224880383
"dehydroepiandrosterone (C_c)"	0.236384850872045	0.24096706677574	0	0.0825837741854235	0.0825837741854235	0.000334672021419009	0.000539956803455724	0.000542005420054201	0.000374391613627855	0.000374391613627855
"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate (C_c)"	0.236384850872045	0	0.213156335555239	0.157827770614384	0.157827770614384	0.000334672021419009	0.000391389432485323	0.00104384133611691	0.000405186385737439	0.000405186385737439
"adenosine (C_c)"	0.236384850872045	0	0.215190205685176	0.193358833094466	0.193358833094466	0.000334448160535117	0.000391389432485323	0.00100200400801603	0.000436871996505024	0.000436871996505024
"6-phospho-D-gluconate (C_r)"	0.238147305533617	0.0635868002885203	0	0.275265495465839	0.275265495465839	0.000334336342360415	0.000502260170768458	0.000542005420054201	0.000586510263929619	0.000586510263929619
"N-acetylglucosamine (C_c)"	0.247030134970916	0.358218620846664	0			0.000334224598930481	0.000917431192660551	0.000542005420054201	0.000305343511450382	0.000305343511450382
"3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate (C_m)"	0.232792170165618	0	0.11771458904863	0.193358833094466	0.193358833094466	0.000334224598930481	0.000391389432485323	0.000823045267489712	0.00051150895140665	0.00051150895140665
"glucuronate (C_l)"	0.223778402383976	0.390982187177004	0			0.000334224598930481	0.000917431192660551	0.000542005420054201	0.000305343511450382	0.000305343511450382
"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3 (C_l)"	0.223778402383976	0.390982187177004	0			0.000334224598930481	0.000917431192660551	0.000542005420054201	0.000305343511450382	0.000305343511450382
"heparan sulfate, degradation product 10 (C_l)"	0.223778402383976	0.390982187177004	0			0.000334224598930481	0.000917431192660551	0.000542005420054201	0.000305343511450382	0.000305343511450382
"hyaluronate (C_l)"	0.223778402383976	0.390982187177004	0			0.000334224598930481	0.000917431192660551	0.000542005420054201	0.000305343511450382	0.000305343511450382
"3-monoiodo-L-thyronine (C_r)"	0.230785195462132	0	0.11771458904863	0.193358833094466	0.193358833094466	0.000333555703802535	0.000391389432485323	0.000821018062397373	0.00051150895140665	0.00051150895140665
"arachidonate (C_n)"	0.230652218771106	0	0.117333187029301	0.193358833094466	0.193358833094466	0.000333555703802535	0.000391389432485323	0.000819672131147541	0.00051150895140665	0.00051150895140665
"1D-myo-inositol-3,4-bisphosphate (C_c)"	0.232354436843647	0.275593042416959	0			0.000333555703802535	0.000705218617771509	0.000542005420054201	0.000305343511450382	0.000305343511450382
"1-acylglycerol-chylomicron pool (C_c)"	0.232792170165618	0	0.327394222246574	0.193358833094466	0.193358833094466	0.000333222259246918	0.000391389432485323	0.0011037527593819	0.000430848772081	0.000430848772081
"1-acylglycerol-VLDL pool (C_c)"	0.232792170165618	0	0.327394222246574	0.193358833094466	0.193358833094466	0.000333222259246918	0.000391389432485323	0.0011037527593819	0.000430848772081	0.000430848772081
"core 4 (C_g)"	0.23243601468733	0.538816728735412	0	0.0158418813364418	0.0158418813364418	0.000333000333000333	0.00147058823529412	0.000542005420054201	0.000311138767890479	0.000311138767890479
"progesterone (C_c)"	0.230785195462132	0.749531203299515	0	0.0221164209480193	0.0221164209480193	0.00033288948069241	0.00116009280742459	0.000542005420054201	0.00032478077297824	0.00032478077297824
"3-sulfinoalanine (C_m)"	0.239193155139182	0.432855954804343	0			0.000332778702163062	0.00115740740740741	0.000542005420054201	0.000305343511450382	0.000305343511450382
"heparan sulfate, degradation product 9 (C_l)"	0.231273125308428	0.188096716539506	0	0.193358833094466	0.193358833094466	0.000332667997338656	0.000610873549175321	0.000542005420054201	0.00051150895140665	0.00051150895140665
"dehydroascorbic acid (C_s)"	0.201183677614051	0.0500735563320878	0	0.190507623062658	0.190507623062658	0.00033255736614566	0.000467508181393174	0.000542005420054201	0.00051413881748072	0.00051413881748072
"LTD4 (C_s)"	0.176323668778645	0.127826239235414	0	0.213724291410011	0.213724291410011	0.000332446808510638	0.000540832882639265	0.000542005420054201	0.000545851528384279	0.000545851528384279
"PAPS (C_g)"	0.226352492984079	0.100551596791411	0	0.193358833094466	0.193358833094466	0.000332446808510638	0.000489236790606654	0.000542005420054201	0.00051150895140665	0.00051150895140665
"CMP-neuNGc (C_c)"	0.252471670765499	0.0742084892850887	0	0.162683080674179	0.162683080674179	0.000332225913621262	0.000461041954817888	0.000595238095238095	0.000389559797428905	0.000389559797428905
"mannose (C_c)"	0.121800023321895	0.0742084892850887	0	0.193358833094466	0.193358833094466	0.000332115576220525	0.000530503978779841	0.000542005420054201	0.000547045951859956	0.000547045951859956
"tRNA(val) (C_c)"	0.220129455854217	0.315837124344944	0	0.0379433552333996	0.0379433552333996	0.000332005312084993	0.000696378830083565	0.000542005420054201	0.000350631136044881	0.000350631136044881
"L-valyl-tRNA(val) (C_c)"	0.220129455854217	0.315837124344944	0	0.0379433552333996	0.0379433552333996	0.000332005312084993	0.000696378830083565	0.000542005420054201	0.000350631136044881	0.000350631136044881
"NH3 (C_p)"	0.226352492984079	0.0356507851763165	0	0.112804822958702	0.112804822958702	0.00033178500331785	0.000425350914504466	0.000595238095238095	0.000373412994772218	0.000373412994772218
"ferricytochrome B5 (C_c)"	0.24649354300903	0.538816728735412	0			0.00033167495854063	0.00208333333333333	0.000542005420054201	0.000305343511450382	0.000305343511450382
"ferrocytochrome B5 (C_c)"	0.24649354300903	0.538816728735412	0			0.00033167495854063	0.00208333333333333	0.000542005420054201	0.000305343511450382	0.000305343511450382
"L-methionyl-tRNA(met) (C_c)"	0.141462802430361	0.456043645734412	0			0.000331455087835598	0.00112994350282486	0.000542005420054201	0.000305343511450382	0.000305343511450382
"O-acetylcarnitine (C_p)"	0.223436824478245	0.26051468137794	0			0.000331455087835598	0.000693000693000693	0.000542005420054201	0.000305343511450382	0.000305343511450382
"acetyl-CoA (C_r)"	0.223436824478245	0.26051468137794	0			0.000331455087835598	0.000693000693000693	0.000542005420054201	0.000305343511450382	0.000305343511450382
"malonyl-CoA (C_r)"	0.223436824478245	0.26051468137794	0			0.000331455087835598	0.000693000693000693	0.000542005420054201	0.000305343511450382	0.000305343511450382
"O2- (C_c)"	0.173827978073628	0.102262974654573	0	0.135411796988235	0.135411796988235	0.00033101621979477	0.000508646998982706	0.000542005420054201	0.000403225806451613	0.000403225806451613
"4-hydroxyvitamin A1 (C_c)"	0.220829354904087	0.259882163678844	0			0.000330906684315023	0.00069060773480663	0.000542005420054201	0.000305343511450382	0.000305343511450382
"4-hydroxyvitamin A1 (C_r)"	0.220829354904087	0.259882163678844	0			0.000330906684315023	0.00069060773480663	0.000542005420054201	0.000305343511450382	0.000305343511450382
"4-oxo-13-cis-retinoate (C_c)"	0.220829354904087	0.259882163678844	0			0.000330906684315023	0.00069060773480663	0.000542005420054201	0.000305343511450382	0.000305343511450382
"4-oxo-13-cis-retinoate (C_r)"	0.220829354904087	0.259882163678844	0			0.000330906684315023	0.00069060773480663	0.000542005420054201	0.000305343511450382	0.000305343511450382
"4-oxo-all-trans-retinoate (C_c)"	0.220829354904087	0.259882163678844	0			0.000330906684315023	0.00069060773480663	0.000542005420054201	0.000305343511450382	0.000305343511450382
"4-oxo-all-trans-retinoate (C_r)"	0.220829354904087	0.259882163678844	0			0.000330906684315023	0.00069060773480663	0.000542005420054201	0.000305343511450382	0.000305343511450382
"dADP (C_n)"	0.188398186655437	0.730183622654176	0	0.0226239693450731	0.0226239693450731	0.000330250990752972	0.0037593984962406	0.000542005420054201	0.000328407224958949	0.000328407224958949
"dATP (C_n)"	0.188398186655437	0.730183622654176	0	0.0226239693450731	0.0226239693450731	0.000330250990752972	0.0037593984962406	0.000542005420054201	0.000328407224958949	0.000328407224958949
"GDP (C_g)"	0.241163775253042	0.351571678405755	0			0.000330250990752972	0.000901713255184851	0.000542005420054201	0.000305343511450382	0.000305343511450382
"IV3GalNAca-Gb4Cer (C_c)"	0.241163775253042	0.352421445787545	0			0.000330250990752972	0.000901713255184851	0.000542005420054201	0.000305343511450382	0.000305343511450382
"prostaglandin F2alpha (C_c)"	0.36087225062948	0.243462779163211	0	0.0579720939694365	0.0579720939694365	0.000329815303430079	0.000494315373208107	0.000595238095238095	0.000351123595505618	0.000351123595505618
"L-octanoylcarnitine (C_p)"	0.236384850872045	0.220165505565945	0	0.136891365327813	0.136891365327813	0.000329706561160567	0.000677966101694915	0.000542005420054201	0.000391696043869957	0.000391696043869957
"5-formyl-THF (C_m)"	0.218567774495352	0	0.108111457671681	0.187013153586089	0.187013153586089	0.0003295978905735	0.000391389432485323	0.000802568218298555	0.000418760469011725	0.000418760469011725
"hydroxymethylbilane (C_c)"	0.13659385851248	0.399931464864289	0	0.00989211984360195	0.00989211984360195	0.0003295978905735	0.000768049155145929	0.000542005420054201	0.000310269934843314	0.000310269934843314
"CDP (C_s)"	0.194737083488324	0.277028972087555	0	0.125379044810481	0.125379044810481	0.000329380764163373	0.000665335994677312	0.000542005420054201	0.000388953714507974	0.000388953714507974
"deoxyguanosine (C_c)"	0.217584712223249	0	0.175848122217778	0.3194378784499	0.3194378784499	0.00032927230819888	0.000391389432485323	0.000949667616334283	0.000595238095238095	0.000595238095238095
"G10596 (C_r)"	0.218431304414163	0.366006668396432	0			0.00032927230819888	0.000901713255184851	0.000542005420054201	0.000305343511450382	0.000305343511450382
"G10597 (C_r)"	0.218431304414163	0.366006668396432	0			0.00032927230819888	0.000901713255184851	0.000542005420054201	0.000305343511450382	0.000305343511450382
"CTP (C_m)"	0.194737083488324	0.28918054301614	0	0.193358833094466	0.193358833094466	0.000328947368421053	0.000910746812386157	0.000542005420054201	0.000519480519480519	0.000519480519480519
"salsolinol (C_c)"	0.227421607207775	0	0.106116231089064	0.254059045981696	0.254059045981696	0.000328947368421053	0.000391389432485323	0.000777604976671851	0.000589275191514437	0.000589275191514437
"chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1 (C_g)"	0.223727512049147	0.193976128646919	0	0.0914720899572343	0.0914720899572343	0.000328731097961867	0.000611620795107034	0.000542005420054201	0.000359841669665347	0.000359841669665347
"NADPH (C_n)"	0.20834443272649	0.20706927942589	0	0.140105499693635	0.140105499693635	0.000328623069339468	0.000619962802231866	0.000542005420054201	0.000411353352529823	0.000411353352529823
"Tn-antigen (C_l)"	0.216210723789355	0.255636596454733	0			0.000328623069339468	0.000685400959561343	0.000542005420054201	0.000305343511450382	0.000305343511450382
"D-glucitol (C_c)"	0.261441400515338	0.538816728735412	0	0.0379433552333996	0.0379433552333996	0.000328407224958949	0.00197628458498024	0.000542005420054201	0.000347342827370615	0.000347342827370615
"imidazole-4-acetaldehyde (C_m)"	0.230652218771106	0	0.155827372064142	0.242687497408196	0.242687497408196	0.000328407224958949	0.000391389432485323	0.000840336134453782	0.000564652738565782	0.000564652738565782
"imidazole-4-acetate (C_m)"	0.230652218771106	0	0.155827372064142	0.242687497408196	0.242687497408196	0.000328407224958949	0.000391389432485323	0.000840336134453782	0.000564652738565782	0.000564652738565782
"indole-3-acetaldehyde (C_m)"	0.230652218771106	0	0.155827372064142	0.242687497408196	0.242687497408196	0.000328407224958949	0.000391389432485323	0.000840336134453782	0.000564652738565782	0.000564652738565782
"indoleacetate (C_m)"	0.230652218771106	0	0.155827372064142	0.242687497408196	0.242687497408196	0.000328407224958949	0.000391389432485323	0.000840336134453782	0.000564652738565782	0.000564652738565782
"isocitrate (C_p)"	0.254300773397494	0.199654154735688	0	0.111135613981352	0.111135613981352	0.000328407224958949	0.000595592614651578	0.000542005420054201	0.000375516334960571	0.000375516334960571
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA (C_m)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA (C_p)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate (C_m)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA (C_m)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA (C_p)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate (C_m)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"18-CoA-18-oxo-dinor-LTB4 (C_m)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"18-CoA-18-oxo-dinor-LTB4 (C_p)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA (C_m)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA (C_p)"	0.226352492984079	0	0.497354422022076	0.193358833094466	0.193358833094466	0.000327761389708292	0.000391389432485323	0.00147710487444609	0.000434216239687364	0.000434216239687364
"lactosylceramide sulfate (C_c)"	0.20834443272649	0.249144616774109	0			0.000326690623979092	0.00068259385665529	0.000542005420054201	0.000305343511450382	0.000305343511450382
"PAPS (C_l)"	0.20834443272649	0.249144616774109	0			0.000326690623979092	0.00068259385665529	0.000542005420054201	0.000305343511450382	0.000305343511450382
"PAP (C_l)"	0.20834443272649	0.249144616774109	0			0.000326690623979092	0.00068259385665529	0.000542005420054201	0.000305343511450382	0.000305343511450382
"psychosine (C_c)"	0.20834443272649	0.249144616774109	0			0.000326690623979092	0.00068259385665529	0.000542005420054201	0.000305343511450382	0.000305343511450382
"psychosine sulfate (C_c)"	0.20834443272649	0.249144616774109	0			0.000326690623979092	0.00068259385665529	0.000542005420054201	0.000305343511450382	0.000305343511450382
"2-oxoglutaramate (C_m)"	0.187641558370609	0	0.159787227805255	0.354381261757305	0.354381261757305	0.000326157860404436	0.000391389432485323	0.000836820083682008	0.000732064421669107	0.000732064421669107
"tRNA(his) (C_c)"	0.188270873746626	0.372255325277224	0			0.00032605151613955	0.000910746812386157	0.000542005420054201	0.000305343511450382	0.000305343511450382
"L-histidyl-tRNA(his) (C_c)"	0.188270873746626	0.372255325277224	0			0.00032605151613955	0.000910746812386157	0.000542005420054201	0.000305343511450382	0.000305343511450382
"4-trimethylammoniobutanal (C_c)"	0.194737083488324	0	0.193209728415933	0.167586898114883	0.167586898114883	0.000325839035516455	0.000391389432485323	0.000967117988394584	0.000411692054343351	0.000411692054343351
